Name,Brand,Selling Price,MRP,Discount,Ratings,No_of_ratings,Details
BeethoSOL 109 cm (43 inch) Full HD LED Smart Android TV,BeethoSOL,14699,41990,64% off,4,334 Ratings & 28 Reviews,['Operating System: Android' 'Full HD 1920 x 1080 Pixels' '1 Year Warranty']
Adsun Frameless 109 cm (43 inch) Full HD LED Smart Android Based TV,Adsun,16149,39999,59% off,3.9,14297 Ratings & 2153 Reviews,['Operating System: Android Based' 'Full HD 1920 x 1080 Pixels' '3 Years Standard Manufacturer Warranty from Adsun']
LG 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,LG,102060,219990,53% off,5,3 Ratings & 1 Reviews,['Operating System: WebOS' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module']
InnoQ Thunder Audio Edition 80 cm (32 inch) HD Ready LED Smart Android Based TV with Mobile Cast - Sup...,InnoQ,19990,27990,28% off,3.9,2688 Ratings & 432 Reviews,['Operating System: Android Based' 'HD Ready 1366 x 768 Pixels' '1 Year Warranty']
LG LM63 80 cm (32 inch) HD Ready LED Smart WebOS TV,LG,21990,28240,22% off,4.3,875 Ratings & 124 Reviews,['Operating System: WebOS' 'HD Ready 1366 x 768 Pixels' '1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module']
SAMSUNG 4 80 cm (32 inch) HD Ready LED TV,SAMSUNG,13633,29900,54% off,3.8,9 Ratings & 0 Reviews,['HD Ready 1366 x 768 Pixels' '1 Year Comprehensive Warranty and 1 Year Additional Warranty on Panel']
SAMSUNG Q60RAK 123 cm (49 inch) QLED Ultra HD (4K) Smart Tizen TV,SAMSUNG,59990,101900,41% off,4.6,44 Ratings & 5 Reviews,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive and 1 Year Additional on Panel from Samsung']
Hyundai 109 cm (43 inch) Full HD LED Smart Android Based TV,Hyundai,22999,46490,50% off,3.7,3 Ratings & 1 Reviews,['Operating System: Android Based' 'Full HD 1920 x 1080 Pixels' '1 Year Warranty on Product and 6 Months on Remote']
SAMSUNG Series 4 80 cm (32 inch) HD Ready LED TV,SAMSUNG,13633,27900,51% off,4,46 Ratings & 6 Reviews,['HD Ready 1366 x 768 Pixels' '1 Year Comprehensive and 1 Year Additional on Panel from Samsung']
SAMSUNG 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV,SAMSUNG,58201,78890,26% off,4.1,15 Ratings & 1 Reviews,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel']
InnoQ Super Smart 100 cm (40 inch) Full HD LED Smart Android Based TV with Mobile Cast - Super Bright ...,InnoQ,17991,35990,50% off,3.9,2688 Ratings & 432 Reviews,['Operating System: Android Based' 'Full HD 1920 x 1080 Pixels' '1 Year Warranty']
Thomson 9R Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,Thomson,24999,29999,16% off,4.4,15183 Ratings & 3547 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty on Product & 6 Months on Accessories']
RGL 60 cm (24 inch) Full HD LED HomeOS TV,RGL,9990,12990,23% off,4,2088 Ratings & 329 Reviews,['Operating System: HomeOS' 'Full HD 1920 x 1080 Pixels' '1 Year Warranty']
smart s tech 60.96 cm (24 inch) Full HD Curved LED TV,smart,5698,18999,70% off,3.7,3 Ratings & 1 Reviews,['Full HD 1080 Pixels' 'One year Warranty from Purchase date']
SAMSUNG Series 4 80 cm (32 inch) HD Ready LED TV,SAMSUNG,13633,23174,41% off,4.2,2877 Ratings & 439 Reviews,['HD Ready 1366 x 768 Pixels' '1 Year Comprehensive and 1 Year Additional on Panel from Samsung']
BPL 80 cm (32 inch) HD Ready LED Smart Android TV,BPL,21329,26329,18% off,4.3,18 Ratings & 2 Reviews,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '2 Year on Product']
SAMSUNG 80 cm (32 inch) HD Ready LED TV,SAMSUNG,13633,28890,52% off,4.3,24838 Ratings & 4244 Reviews,['HD Ready 1366 x 768 Pixels' '1 Year Standard Warranty and 1 Year Warranty on Panel from Samsung']
LG 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,LG,120999,169103,28% off,4.5,6159 Ratings & 950 Reviews,['Operating System: WebOS' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module only']
LG 139.7 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,LG,65999,84990,22% off,4.3,35 Ratings & 5 Reviews,['Operating System: WebOS' 'Ultra HD (4K) 3840 x 2160 Pixels' '1Year Warranty Provided by the Manufacturer from Date of Purchase']
Vu Premium 108 cm (43 inch) Full HD LED Smart Android TV,Vu,22999,35000,34% off,4.2,1946 Ratings & 210 Reviews,['Operating System: Android' 'Full HD 1920x1080 Pixels' '1 Year']
Compaq 80 cm (32 inch) HD Ready LED Smart Android TV,Compaq,10499,21999,52% off,4.3,430 Ratings & 89 Reviews,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Warranty on Product']
Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV,Mi,21849,29999,27% off,4.4,329264 Ratings & 31298 Reviews,['Operating System: Android' 'Full HD 1920 x 1080 Pixels' '1 Year Warranty on Product and 1 Year Additional Warranty for Panel']
iFFALCON by TCL K61 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,iFFALCON,18499,47990,61% off,4.3,24208 Ratings & 3320 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty on Product']
OnePlus Y1 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio,OnePlus,14887,19999,25% off,4.3,137565 Ratings & 12704 Reviews,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase']
iFFALCON by TCL K72 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Hands Free Voice Control ...,iFFALCON,31999,73990,56% off,4.2,616 Ratings & 116 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty on Product']
Nokia 140 cm (55 inch) Ultra HD 4K LED Smart Android TV with Sound by JBL and Powered by Harman AudioE...,Nokia,32999,62999,47% off,4.3,3592 Ratings & 582 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty on Product']
acer I Series 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Android 11 30W Dolby Audio ME...,acer,23999,34990,31% off,4.3,1100 Ratings & 194 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '2 Years Warranty']
Hisense A73F Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with 102 W JBL Speakers Dolby...,Hisense,40990,59990,31% off,4.3,316 Ratings & 50 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive']
LG UQ8020 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition,LG,36990,59990,38% off,4.5,1788 Ratings & 249 Reviews,['Operating System: WebOS' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']
TOSHIBA V35KP 108 cm (43 inch) Full HD LED Smart Android TV with DTS Virtual X (2022 Model),TOSHIBA,22990,34990,34% off,4.3,1267 Ratings & 248 Reviews,['Operating System: Android' 'Full HD 1920 x 1080 Pixels' '2 Years Comprehensive Warranty']
Thomson 9R Series 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Thomson,30999,46999,34% off,4.4,15183 Ratings & 3547 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty on Product & 6 Months on Accessories']
iFFALCON by TCL F52 79.97 cm (32 inch) HD Ready LED Smart Android TV,iFFALCON,10999,26990,59% off,4.2,2474 Ratings & 391 Reviews,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Warranty on Product']
SONY Bravia 138.8 cm (55 inch) Ultra HD (4K) LED Smart TV,SONY,67490,94900,28% off,4.6,292 Ratings & 54 Reviews,"['Ultra HD (4K) 3840 x 2160 pixels Pixels' ""1 year Comprehensive warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.""]"
TOSHIBA U50 Series 108 cm (43 inch) Ultra HD (4K) LED Smart VIDAA TV with Dolby Vision & ATMOS,TOSHIBA,19999,39990,49% off,4.2,1225 Ratings & 188 Reviews,['Operating System: VIDAA' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty']
TOSHIBA L50 Series 80 cm (32 inch) HD Ready LED Smart VIDAA TV with ADS Panel,TOSHIBA,14500,18990,23% off,4.3,1989 Ratings & 317 Reviews,['Operating System: VIDAA' 'HD Ready 1366 x 768 Pixels' '1 Year Warranty']
TCL C725 126 cm (50 inch) QLED Ultra HD (4K) Smart Android TV (Black) 2021 Model Works with Video Call...,TCL,34190,110990,69% off,4,120 Ratings & 21 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '2 Year Product Warranty']
Panasonic 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Panasonic,35399,56990,37% off,3.7,3 Ratings & 0 Reviews,['Ultra HD (4K) 3840 * 2160 Pixels' '1 Year on product']
Sansui Prime Series 80 cm (32 inch) HD Ready LED Smart Android Based TV,Sansui,14499,20990,30% off,4.1,8 Ratings & 0 Reviews,['Operating System: Android Based' 'HD Ready 1366 x 768 Pixels' '1 Year Comprehensive Warranty on Product and Additional 1 Year on Panel']
Sansui 80 cm (32 inch) HD Ready LED Smart Android TV,Sansui,15599,20990,25% off,4.8,5 Ratings & 0 Reviews,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Comprehensive Warranty']
TCL S6500 Series 100.3 cm (40 inch) Full HD LED Smart Android TV,TCL,25699,39990,35% off,4.2,331 Ratings & 37 Reviews,['Operating System: Android' 'Full HD 1920 x 1080 Pixels' '2 Year Product Warranty']
SONY Bravia 80 cm (32 inch) HD Ready LED Smart Linux based TV,SONY,27449,31900,13% off,4.4,2043 Ratings & 440 Reviews,"['Operating System: Linux based' 'HD Ready 1366 x 768 Pixels' ""1 year Comprehensive warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.""]"
SAMSUNG Neo QLED 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV,SAMSUNG,84990,119900,29% off,4.6,169 Ratings & 34 Reviews,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty on Product and 1 Year Additional on Panel']
MOTOROLA ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,MOTOROLA,34999,54999,36% off,4.3,13935 Ratings & 2151 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty on Product']
TOSHIBA E35KP 80 cm (32 inch) HD Ready LED Smart Android TV with DTS Virtual X (2022 Model),TOSHIBA,14990,24990,40% off,4.3,1267 Ratings & 248 Reviews,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Warranty on Product From Toshiba']
TCL 2021 Edition 79.97 cm (32 inch) HD Ready LED Smart Android TV,TCL,12792,22990,44% off,4.3,405 Ratings & 46 Reviews,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '2 Year Product Warranty']
LG 81.28 cm (32 inch) Full HD LED Smart WebOS TV,LG,27389,34499,20% off,4.5,6 Ratings & 3 Reviews,['Operating System: WebOS' 'Full HD 1920 x 1080 Pixels' '1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module']
SONY Bravia 80.1 cm (32 inch) Full HD LED Smart TV,SONY,29998,36900,18% off,4.4,1494 Ratings & 393 Reviews,"['Full HD 1920 x 1080 Pixels' ""1 year Comprehensive warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.""]"
MOTOROLA Revou 2 109 cm (43 inch) Full HD LED Smart Android TV with Sound by boAt,MOTOROLA,22999,33000,30% off,4.3,2410 Ratings & 352 Reviews,['Operating System: Android' 'Full HD 1920 x 1080 Pixels' '1 Year Warranty on Product']
acer Frameless 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Audio,acer,24999,31990,21% off,4.4,6828 Ratings & 1154 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty on Product']
Nokia 109 cm (43 inch) Ultra HD 4K LED Smart Android TV with Sound by Onkyo and Dolby Atmos,Nokia,27999,45999,39% off,4.4,2228 Ratings & 360 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty on Product']
Infinix X1 80 cm (32 inch) HD Ready LED Smart Android TV with Eye Care Technology,Infinix,15999,17999,11% off,4.2,14637 Ratings & 2202 Reviews,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Domestic Warranty']
Coocaa 80 cm (32 inch) HD Ready LED Smart Android TV with HDR 10 Dolby Audio and Eye Care Technology,Coocaa,10499,25999,59% off,4.3,639 Ratings & 146 Reviews,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Domestic Warranty']
Hisense A73F 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with 102W JBL 6 Speakers Dolby Visio...,Hisense,62990,89990,30% off,4.2,108 Ratings & 20 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive']
acer Frameless 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Audio,acer,34999,54990,36% off,4.4,6828 Ratings & 1154 Reviews,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Warranty']
SAMSUNG Super 6 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,SAMSUNG,100073,104900,4% off,4.5,6752 Ratings & 895 Reviews,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive and 1 Year Additional on Panel from Samsung']
Thomson 9A Series 108 cm (43 inch) Full HD LED Smart Android TV,Thomson,22999,25999,11% off,4.4,88179 Ratings & 18468 Reviews,['Operating System: Android' 'Full HD 1920 x 1080 Pixels' '1 Year Warranty on Product & 6 Months on Accessories']
